1	174	134.98017717723064
1	98	120.32394848251998
1	56	116.26693406304054
1	100	109.57732730507828
1	96	107.40885299542498
2	50	76.59379277758572
2	9	58.475897751339026
2	181	55.0401119809272
2	15	51.18487533677876
2	117	46.18317639854737
3	313	70.32327321808985
3	300	61.80157893973473
3	286	60.02647522828751
3	272	53.978619375289774
3	269	53.310328790964476
4	288	55.51849020142637
4	302	53.07947280397998
4	286	50.88380902198559
4	313	50.6273351754647
4	294	46.926846902689775
5	173	96.70788726789839
5	1	95.2931676925978
5	195	90.65050087062234
5	96	90.27661266499402
5	176	86.34534598826274
6	172	103.75199011803983
6	603	96.0111053913593
6	56	94.32818269911054
6	483	94.16270638226932
6	98	94.14936195318609
7	174	149.48672247759953
7	172	131.09256086267766
7	168	127.54683694829079
7	183	124.3676255832715
7	195	123.91663546954716
8	50	101.66932351310034
8	172	89.67829411583351
8	22	84.69496933408863
8	210	80.03484382829586
8	79	79.35024383684406
9	181	47.175383948891984
9	1	37.191420051080456
9	127	36.75796276501426
9	100	36.53837819753552
9	237	29.738992384880923
10	127	95.71424820376556
10	135	94.08178547421953
10	56	93.28619112403133
10	483	93.09014289857384
10	603	88.35059796895395
11	174	114.9778782364375
11	50	114.94579773875593
11	172	103.19688996043855
11	181	102.0221734484366
11	204	97.10488985624589
12	50	91.07901161985981
12	181	79.79437105407719
12	172	77.19419596106134
12	173	72.1303798718222
12	204	70.89604258595034
13	98	127.30025964767574
13	181	125.21636848997177
13	168	123.96211664902287
13	195	123.01464760288582
13	56	118.32300764298117
14	50	78.18015775758727
14	174	72.75867401234756
14	100	71.89096836954933
14	98	66.90322492062745
14	56	66.31165476040087
15	300	77.02727762847232
15	1	74.47483844856536
15	100	72.00939325734772
15	127	69.80261944806396
15	286	61.51201641528083
16	50	122.86311597415948
16	174	119.94429971102217
16	69	100.84698254443424
16	56	100.36429958704113
16	181	99.36045983308591
17	50	69.67737792257071
17	1	66.59935032086415
17	237	63.856901478121735
17	258	60.41168726373029
17	181	59.3784142091741
18	483	107.55087904724358
18	173	107.02083499669901
18	191	106.84480070880721
18	69	101.06031559690955
18	181	97.79617066489106
19	286	28.410943771347274
19	258	28.28011153954608
19	300	27.210474185037846
19	50	24.729273866347672
19	269	23.703969493710325
20	172	76.03415462694461
20	1	72.71716513425521
20	121	69.1605751077709
20	79	67.07221340647523
20	69	64.34913777499361
21	100	52.29988864273629
21	181	48.57333502161967
21	288	46.876379172195875
21	258	45.48602565495378
21	294	41.04290978235938
22	172	107.06817516144122
22	195	106.5520444168515
22	96	101.07495835651835
22	22	99.04281205393109
22	56	96.28992430076923
23	50	131.33467439164863
23	172	122.23090864748735
23	168	117.46856987882751
23	210	107.27263570271364
23	98	106.6945636165425
24	50	100.55131047502769
24	174	93.98087392029517
24	56	89.72557995536913
24	100	87.01752382700575
24	172	84.37327041034749
25	174	101.96863632396548
25	50	99.12682594079419
25	172	91.16026379715606
25	168	84.89982283111507
25	181	83.91281680555103
26	100	98.26925313389769
26	258	86.62416823671334
26	237	84.90837811244337
26	117	82.50283839104867
26	257	81.98752852920137
27	181	47.00715800430716
27	100	42.87158487587152
27	258	39.357561095640165
27	237	39.27199054096701
27	1	35.45011491116851
28	50	77.44304899027713
28	98	73.57420219566967
28	174	72.53741553369802
28	183	68.97310105230153
